method,min,max,avg,sum,last,integral
iam.v1.mfa.WebAuthnProfileService/ListForSubject,0,0.0014465975198227853,0.000011859998265611686,0.004518659339198053,0,24.25164467347596
iam.v1.mfa.WebAuthnProfileService/GetPublicKeyCredentialRequestOptions,0,0.011603973475130543,0.0017491034145424291,0.8710535004421297,0.006076659777138168,4657.94135909514
iam.v1.mfa.WebAuthnProfileService/GetPublicKeyCredentialCreationOptions,0,0.004970705753265843,0.00013804308763951462,0.06874545764447827,0.000097846034060829,368.95687117791476
iam.v1.mfa.WebAuthnProfileService/Get,NaN,NaN,NaN,0,NaN,0
iam.v1.mfa.UserCredentialService/List,0,0.000014447101543685912,6.392522806940669e-8,0.000014447101543685912,0,0.07753759398496228
iam.v1.mfa.TotpProfileService/GetForSubject,0,0.000967222260358679,0.000008748878327557044,0.0025021792016813147,0,13.429195775423619
iam.v1.mfa.OperationService/Get,0,0.0000116452394261226,2.8612381882365114e-8,0.0000116452394261226,0,0.0625
iam.v1.mfa.MfaProfileService/GetProfilesConfig,0,0.09508156843260253,0.0044660655764567885,2.2241006570754807,0.011213752598873857,11890.853782079672
iam.v1.mfa.AuthenticationContextClassReferenceService/List,0,0.0000014787605620473091,1.3444106441196927e-8,0.00000258126843670981,0,0.013853667699821548
iam.v1.inner.ServiceRegistryService/ListServicesWithVersions,0,0.00020297847491342188,0.000003058739444888766,0.0015232522435546054,0,8.175294791157565
iam.v1.inner.ServiceRegistryService/Get,0,0,0,0,0,0
iam.v1.console.StatisticService/GetFolderStats,0.049927540732457754,1.751975675024364,0.5764263488241079,287.06032171440575,1.1956512376337607,1534159.6078985266
iam.v1.console.RoleService/List,0.003960294756993155,0.25962734643629354,0.07124607208482332,35.48054389824201,0.17039575339759633,189631.9966457246
iam.v1.console.MembershipService/ListMembers,0.07999016015325758,15.237883433317437,1.0801672465526513,537.9232887832203,5.541814266366867,2879215.30810227
iam.v1.console.AccessBindingService/ListBySubject,0,0.1326702053890172,0.005805407514258566,2.891092942100766,0.008902689912073103,15443.318042477029
iam.v1.console.AccessBindingService/ListAccessBindings,0.15668281473201484,4.041159969360077,1.3472879923570362,670.949420193804,3.2363727524258685,3589768.5527438014
iam.v1.compute.OsLoginService/ListProfiles,2.8399157402231783,6.560351841500527,6.146669771229812,3061.041546072446,5.487580221793066,16395906.172215266
iam.v1.compute.OsLoginService/Get,271.1445695971557,871.3386880732028,647.9639470915641,322686.04565159895,589.7295286620675,1727813110.9701445
iam.v1.backoffice.AccessBindingService/ListHistory,0,0.003701632797967987,0.00003110365303028759,0.003887956628785949,0,20.866663226694186
iam.v1.backoffice.AccessBindingService/ListBySubject,0.00007659979711389672,0.22638886164856284,0.03167061603338628,15.771966784626366,0.10280483694379489,84286.77073308972
iam.v1.awscompatibility.DelegationKeyService/GetKeyIdForSubject,0.000743225058485095,0.1719479121379625,0.041740222090956694,20.786630601296434,0.1158660146091752,111070.71105704102
iam.v1.awscompatibility.AccessKeyService/ListOperations,0.005650270169554689,0.0204961389561725,0.019385539231328977,9.653998537201831,0.017251867266963275,51706.09319009793
iam.v1.awscompatibility.AccessKeyService/ListByFingerprint,0.0007173467486495589,1.4923476835339962,0.060347577676563735,30.05309368292874,0.1960522521927291,161281.66768516754
iam.v1.awscompatibility.AccessKeyService/List,1.0768854936546384,15.649967381302242,4.839215699504893,2409.929418353437,4.224527936909329,12910238.989911098
iam.v1.awscompatibility.AccessKeyService/Get,0.44844316088027725,3.601956016030751,1.3282213466342077,661.4542306238354,1.528242480567109,3538184.0401148563
iam.v1.YandexPassportUserAccountService/GetByUid,15.010396222045225,72.0727967207002,67.2212220633978,33476.16858757211,62.42748795709948,179300563.95949975
iam.v1.YandexPassportUserAccountService/GetByLogin,0.07484948367963423,1.9512452642693008,0.5264148933449404,262.15461688578034,0.28823397370674614,1402160.853679784
iam.v1.UserAccountService/GetSettings,16.95897443440972,766.303377317808,210.67153568210136,104914.42476968648,531.2554492794122,560803606.4789655
iam.v1.UserAccountService/Get,0.6970062323795043,8.586331536892079,2.4184045360673334,1204.365458961532,4.66653461521812,6432131.796316731
iam.v1.SubjectService/GetOrCreate,0,0.000030404373413237105,1.5477249502565247e-7,0.00003188313397528441,0,0.17111678004535147
iam.v1.SubjectContainerService/Get,0.40992536695443427,2.1111936903880837,1.1679428585362797,581.6355435510673,1.4994144499495823,3117169.784607004
iam.v1.ServiceControlService/ListSystemServiceAccounts,0,0.009100884003063992,0.00047719253099740954,0.23764188043670995,0,1273.568416748267
iam.v1.ServiceControlService/ListSystemFolders,0.0005438782212423757,0.3804557566148004,0.00967535109024017,4.818324842939605,0.008012914768630091,25813.374432056862
iam.v1.ServiceControlService/ListSettings,0.00019356975757199392,0.17744105529920806,0.004835503018693385,2.408080503309306,0.004063470973870685,12900.504172372132
iam.v1.ServiceControlService/ListServiceAgents,0.025949733970974914,0.18013145572495204,0.11921663377108108,59.369883617998376,0.10800135591343084,318002.8938865689
iam.v1.ServiceControlService/ListReferences,0.001864273440573042,0.026835289733556953,0.006867409462624738,3.4199699123871192,0.009402407499241866,18297.567408670573
iam.v1.ServiceControlService/List,0.0001961575885555788,0.18266220220154394,0.004884117772642668,2.4322906507760487,0.00414348057283116,13030.565033826177
iam.v1.ServiceControlService/Get,0,0.00877157709862188,0.003726235318633407,1.0768820070850547,0.007272037465373249,5779.625732025486
iam.v1.ServiceAccountService/ListRestrictions,0,0.000014332602370612423,3.67502624887498e-7,0.000014332602370612423,0,0.07692307692307687
iam.v1.ServiceAccountService/ListReferences,0.000308631373393998,0.10854035981201975,0.02947154619852863,14.676830006867258,0.04475606499252589,78499.63553574553
iam.v1.ServiceAccountService/ListOperations,0,0.13469297973210775,0.009998267246431271,4.979137088722773,0.0014296579719171854,26714.273199619598
iam.v1.ServiceAccountService/ListAccessBindings,0.9278031385214156,14.540953144406895,4.1926360250484525,2087.9327404741293,3.108352418279759,11188712.042539878
iam.v1.ServiceAccountService/List,1.1225351672379782,5.629210918576482,2.7735592196029635,1381.2324913622758,4.117259373596451,7390479.248977593
iam.v1.ServiceAccountService/Get,3.2669295902946005,13.305041256676164,7.779662734493021,3874.2720417775245,9.742232465350098,20737820.615471426
iam.v1.RootService/ListAccessBindings,0.002225534645881212,0.14377574891828668,0.00890970069257339,4.437030944901548,0.005651817650524489,23778.359554970866
iam.v1.RoleService/ListCategories,0,0.00035039231517711123,0.000003232416912528162,0.0016097436224390247,0,8.639494021630245
iam.v1.RoleService/List,0.003744172175710621,0.017091070947974366,0.008295067589572113,4.1309436596069125,0.008271930485894776,22113.829299472865
iam.v1.RoleService/Get,0,2.4398174026457977,0.07391388482574285,36.809114643219935,0.0003058764698594107,197553.78217905026
iam.v1.RestrictionTypeService/ListAccessBindings,0,0.00210494172204625,0.000018983757575890723,0.004062524121240614,0,21.803566958698372
iam.v1.RestrictionTypeService/List,0,0.0003091504613966442,0.0000034224907879626538,0.0017044004124054015,0,9.147517013379789
iam.v1.RestrictionTypeService/Get,0.00021944806740781605,1.6114485624593131,0.010993331173442615,5.474678924374422,0.007088625066699774,29345.990676006404
iam.v1.RestrictionService/List,0.0014004427931038023,1.6891978998607904,0.02285498992960661,11.381784984944092,0.01849138210998045,60901.98168086162
iam.v1.RestrictionService/Get,0.00028466140819411747,0.4136006045173178,0.005807678999533605,2.8922241417677355,0.00650732085482559,15481.43363553411
iam.v1.ResourceTypeService/ListAccessBindings,0.011734237680507726,0.11289464422499663,0.03798466421890938,18.916362781016872,0.029071546089195665,101330.99053694567
iam.v1.ResourceTypeService/List,0,0.0004590812164875888,0.000011849902176878357,0.005901251284085422,0,31.672015641686464
iam.v1.ResourceTypeService/Get,0,0.0000015657464774618568,1.9819575664074137e-8,0.0000015657464774618568,0,0.008403361344537785
iam.v1.RefreshTokenService/List,0,0.0003706687320602424,0.000010382406582135132,0.005170438477903295,0,27.16918775535142
iam.v1.QuotaService/Get,0.010024374323358273,0.03732872644937604,0.016288464876953682,8.111655508722933,0.019952956265460287,43404.44166502358
iam.v1.QuotaLimitService/Get,0.03261810390094345,0.145610909260295,0.09810776498221738,48.857666961144254,0.09368052165134994,261670.13147519823
iam.v1.PermissionStageService/List,0,0.15213082003188205,0.00346377525007078,1.7249600745352485,0.0047600037219372865,9196.921831141792
iam.v1.PermissionService/List,0,0.005775112584267949,0.00007922588374638803,0.03945449010570124,0,211.7522483972985
iam.v1.PermissionService/Get,0,0.02223610517432239,0.00011593659433185354,0.057736423977263064,0,309.8713874859708
iam.v1.OperationService/Get,9.630637465353653,52.231022400264955,28.297880707665556,14092.344592417447,31.67885340899235,75465627.88335237
iam.v1.OAuthScopeService/List,0,0.0003079518870463532,0.0000027359141869939507,0.0013624852651229875,0,7.312458417915075
iam.v1.OAuthScopeService/Get,0,0.030954599093224018,0.0003890784900950697,0.1937610880673447,0,1039.9157596574391
iam.v1.OAuthClientService/List,0,0.0008886611597623336,0.000008101117337545736,0.004034356434097776,0,21.652390981802768
iam.v1.OAuthClientService/Get,0,0.017385048547709257,0.00021813357082725942,0.10863051827197519,0.0029738948862956215,583.019991565691
iam.v1.OAuthClientSecretService/List,0,0.00036688349557562885,0.0000026875391781750624,0.0006235090893366145,0.00036688349557562885,3.3463732824696097
iam.v1.MembershipService/ListResourceMembers,1.5290090677597676,24.884472979401327,4.806504271915804,2393.6391274140706,10.861874200476318,12791717.417445367
iam.v1.MembershipService/ListMemberResources,5.10900889342186,52.69853648429194,19.379010543679563,9650.747250752422,35.575830762487854,51596148.40882336
iam.v1.KeyService/ListOperations,0.0005553282890580027,0.01664803428358488,0.002648525649041431,1.3189657732226325,0.0014867713484616513,7070.2476382191935
iam.v1.KeyService/List,1.0388110775163604,15.01378740220269,4.446607264323403,2214.4104176330547,3.428349987546974,11865202.117869351
iam.v1.KeyService/Get,2.7113559199221617,59.01619715240496,54.20027249007963,26991.735700059653,50.530588312232574,144547905.572103
iam.v1.GizmoService/ListAccessBindings,0.0009566011202329981,0.03934379111887172,0.002988817475683706,1.4884311028904855,0.0023428576218346886,7973.814407575811
iam.v1.ApiKeyService/ListScopes,0.00003933503095043691,0.01552798774015832,0.004856488449383223,2.418531247792845,0.01034689527763771,12921.393318015309
iam.v1.ApiKeyService/ListOperations,0,0.020556176634991624,0.0181950845737287,9.061152117716892,0.017255780482211266,48524.246983038
iam.v1.ApiKeyService/List,0.9617184750429565,14.836070166330463,4.335835587737818,2159.2461226934333,3.302462886107849,11570164.9343553
iam.v1.ApiKeyService/Get,0.018185830436986627,0.10405513115127413,0.045073826636132575,22.44676566479402,0.04548906890670379,120148.0971709026
iam.v1.AccessBindingService/ListAccessBindings,100.26081797202626,627.048526679689,256.7599638317599,127866.46198821641,323.9146855681848,685004578.7001139
